No,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,energy_100g,reconstructed_energy,g_sum,cluster,product_name,certainty,anomaly
8058,0.8,13.6,3.2,1.6,0.6096,268.0,289.6,16.0,6,Golden Sweet Corn,1.0,0
8059,0.8,10.4,4.0,0.8,0.6096,234.0,221.6,12.000000000000002,6,Whole Kernel Crisp & Sweet Corn,1.0,0
8060,0.8,10.4,4.8,1.6,0.02032,234.0,235.2,12.8,6,Golden Sweet Corn,1.0,0
8061,0.0,15.38,0.77,4.62,0.8001,289.0,340.00000000000006,20.0,12,Pinto Beans,1.0,0
8062,0.0,12.0,0.8,0.8,1.09728,234.0,217.6,12.8,12,Hominy,1.0,0
8063,0.4,12.0,0.8,0.8,0.93472,234.0,233.2,13.2,6,Golden Hominy,1.0,0
8064,0.4,9.6,4.8,3.2,0.6096,234.0,233.2,13.2,6,Sweet Peas,1.0,0
8065,0.4,8.0,4.0,3.2,0.03048,201.0,206.0,11.6,6,Sweet Peas,0.99,0
8066,0.4,9.6,4.8,3.2,0.6096,234.0,233.2,13.2,6,Very Young Sweet Peas,1.0,0
8067,0.4,8.0,4.8,2.4,0.6096,201.0,192.4,10.8,6,Peas & Carrots,1.0,0
8068,0.0,21.69,12.05,0.6,0.06858,377.0,378.93,22.290000000000006,12,Yams Cut Sweet Potatoes In Syrup,1.0,0
8069,0.0,7.88,0.0,0.61,0.508,151.0,144.33,8.49,12,White Potatoes,0.97,0
8070,0.0,7.88,0.0,0.61,0.508,151.0,144.33,8.49,12,White Potatoes,0.97,0
8071,0.0,81.82,0.0,9.09,0.23114,1523.0,1545.4699999999998,90.91,10,Original Mashed Potatoes,1.0,0
8072,1.79,71.43,7.14,7.14,6.07822,1494.0,1405.5,80.36000000000001,10,Scalloped Potatoes,0.99,0
8073,1.85,74.07,14.81,7.41,5.64388,2326.0,1457.31,83.32999999999998,13,Potatoes Au Gratin,1.0,1
8074,9.09,68.18,0.0,9.09,5.08,1711.0,1668.1,86.36000000000001,10,"Mashed Potatoes, Roasted Garlic",0.73,1
8075,6.82,68.18,4.55,9.09,4.503419999999998,1523.0,1579.5700000000004,84.09,10,Mashed Potatoes,1.0,0
8076,4.0,72.0,20.0,8.0,5.587999999999999,1506.0,1516.0,84.0,13,Potatoes Julienne,0.99,1
8077,0.0,3.33,0.0,3.33,1.524,71.0,113.22,6.66,12,Sauerkraut Shredded,1.0,0
8079,0.43,4.35,0.0,3.48,0.762,146.0,149.88,8.26,6,Leaf Spinach,0.99,0
8080,0.0,4.13,2.48,0.83,0.37846,88.0,84.32,4.96,1,Whole Peeled Tomatoes,1.0,0
8081,0.0,4.13,2.48,0.83,0.5867399999999999,88.0,84.32,4.96,1,Diced Tomatoes With Green Chilies,1.0,0
8082,0.0,4.13,2.48,0.83,0.03048,88.0,84.32,4.96,1,Diced Tomatoes,1.0,0
8083,0.41,5.69,4.07,0.81,0.51562,138.0,126.49,6.91,6,Diced Tomatoes,0.99,0
8084,0.0,4.13,3.31,0.83,0.52578,88.0,84.32,4.96,1,Diced Tomatoes,1.0,0
8085,0.0,5.79,4.13,0.83,0.81788,105.0,112.54,6.62,1,Diced Tomatoes With Garlic & Onion,0.99,0
8086,0.0,5.69,4.07,0.81,0.6197600000000001,100.0,110.5,6.5,1,Diced Tomatoes,1.0,0
8087,0.0,4.13,2.48,0.83,0.37846,88.0,84.32,4.96,1,Whole Peeled Tomatoes,1.0,0
8088,0.0,6.5,4.88,0.81,0.51562,117.0,124.27,7.31,1,Sliced Stewed Tomatoes,1.0,0
8089,0.0,4.13,2.48,0.83,0.37846,88.0,84.32,4.96,1,Diced Tomatoes,1.0,0
8090,0.0,6.5,4.88,0.81,0.51562,117.0,124.27,7.31,1,Stewed Tomatoes,1.0,0
8091,0.0,6.56,3.28,1.64,0.37592,138.0,139.4,8.2,1,Crushed Tomatoes,1.0,0
8092,0.0,4.13,2.48,0.83,0.37846,88.0,84.32,4.96,1,Diced Tomatoes,1.0,0
8093,0.0,6.5,4.88,0.81,0.51562,117.0,124.27,7.31,1,Sliced Stewed Tomatoes,1.0,0
8094,0.0,5.6,2.4,0.8,0.58928,117.0,108.79999999999998,6.4,1,Mixed Vegetables,1.0,0
8095,0.89,0.0,0.0,23.21,1.13284,448.0,429.28,24.1,8,Chunk Light Tuna In Water,1.0,0
8096,10.17,9.32,0.42,7.63,1.07696,674.0,684.78,27.12,7,Corned Beef Harsh,0.97,0
8097,1.79,0.0,0.0,16.07,1.17856,335.0,343.0,17.86,8,Chicken Breast With Rib Meat In Water,1.0,0
8098,0.0,2.92,2.92,0.0,0.01016,50.0,49.64,2.92,1,Fruit Punch,1.0,0
8099,0.0,2.92,2.92,0.0,0.01016,50.0,49.64,2.92,1,"Orange Drink, Orange",1.0,0
8100,0.0,2.92,2.92,0.0,0.01016,50.0,49.64,2.92,1,"Naturally Flavored Drink, Pink Lemonade",1.0,0
8101,25.71,54.29,28.57,14.29,0.79756,2151.0,2168.55,94.29,5,"Sweet & Salty Granola Bars, Peanut",0.97,0
8104,22.86,57.14,28.57,8.57,1.016,2033.0,2008.61,88.57,5,Sweet & Salty Almond Granola Bars,0.97,0
8105,0.89,0.0,0.0,23.21,1.13284,448.0,429.28,24.1,8,Chunk Light Tuna In Water,1.0,0
8106,0.89,0.0,0.0,28.57,1.13284,523.0,520.4,29.46,8,Solid White Tuna Albacore In Water,1.0,0
8107,0.0,72.73,0.0,9.09,0.0,1268.0,1390.94,81.82000000000002,2,Pearl Barley,0.65,0
8108,0.0,60.0,2.22,24.44,0.14224,1021.0,1435.48,84.44,2,Green Split Peas,1.0,1
8109,0.0,63.16,5.26,21.05,1.20396,883.0,1431.5700000000004,84.21,2,Bean Soup Mix,1.0,1
8110,0.0,60.53,2.63,21.05,0.09906,883.0,1386.86,81.58,2,Navy Beans,1.0,1
8111,0.0,81.82,0.0,9.09,0.02286,1523.0,1545.4699999999998,90.91,10,Instant White Rice,1.0,0
8112,3.49,79.07,0.0,6.98,0.058420000000000014,1460.0,1598.9599999999996,89.53999999999998,10,"Instant Rice, Whole Grain Brown Rice",0.89,0
8113,0.0,79.63,0.0,7.41,0.0,1473.0,1479.68,87.03999999999998,10,Instant Boil-In-Bag White Rice,1.0,0
8114,0.0,0.42,0.42,0.42,0.90932,8.0,14.28,0.84,1,Chicken Broth,0.94,0
8115,0.0,19.47,15.93,0.0,0.055879999999999985,335.0,330.99,19.47,1,"Applesauce, Cherry",1.0,0
8116,0.77,23.08,10.0,4.62,1.0744200000000002,481.0,500.93,28.47,6,Country Style Baked Beans,0.98,0
8117,0.0,63.89,2.78,22.22,0.17526,699.0,1463.87,86.11,2,Small Red Beans,0.87,1
8118,46.67,6.67,3.33,3.33,2.20218,1954.0,1990.13,56.67,8,"Dressing, Ranch",1.0,0
8119,23.33,16.67,13.33,0.0,2.8778200000000003,1117.0,1193.26,40.0,9,Italian Dressing & Marinade,0.96,1
8120,0.0,40.0,26.67,0.0,2.96418,699.0,680.0,40.0,12,"Fat Free Dressing, California French Style",1.0,0
8121,40.0,40.0,36.67,0.0,2.032,2230.0,2240.0,80.0,9,Western French Style Dressing,1.0,1
8122,40.0,6.67,3.33,0.0,2.45618,1674.0,1673.39,46.67,8,Buttermilk Ranch Dressing & Dip,1.0,0
8123,0.0,12.92,12.5,0.0,0.0381,226.0,219.64,12.92,1,100% Juice,1.0,0
8124,0.0,13.33,12.92,0.0,0.0381,226.0,226.61,13.33,1,"Sooo Juicy, 100% Juice, Grape",1.0,0
8125,0.0,0.42,0.42,0.83,0.60452,17.0,21.25,1.25,1,Chicken Broth,1.0,0
8126,0.0,0.42,0.42,0.42,0.90932,8.0,14.28,0.84,1,Chicken Broth,0.94,0
8127,0.0,4.17,2.5,0.83,0.14732,88.0,85.0,5.0,1,100% Juice,1.0,0
8128,0.0,4.17,3.33,0.83,0.4445,88.0,85.0,5.0,1,100% Vegetable Juice,1.0,0
8129,0.0,15.04,14.16,0.0,0.02286,259.0,255.68,15.04,1,Cherry Mixed Fruit,1.0,0
8130,0.0,14.16,13.27,0.0,0.02286,222.0,240.72,14.16,1,Pineapple Tidbits,1.0,0
8131,1.06,72.34,4.26,10.64,3.1877,1423.0,1452.0,84.04,10,"Pasta Salad, Ranch & Bacon",1.0,0
8132,1.96,72.55,1.96,11.76,2.24028,1477.0,1509.71,86.27,10,"Pasta Salad, Creamy Italian Pasta, Vegetable Blend & Seasoning",1.0,0
8133,1.11,71.11,2.22,11.11,1.92024,1490.0,1441.0299999999993,83.33,10,"Pasta Salad, Creamy Parmesan",0.99,0
8134,1.17,10.16,7.03,1.56,0.9525,230.0,244.87,12.89,6,Traditional Pasta Sauce,1.0,0
8135,1.17,10.16,7.03,1.56,0.9525,230.0,244.87,12.89,6,Mushroom Pasta Sauce,1.0,0
8136,1.95,10.16,7.03,1.56,0.9525,259.0,275.29,13.67,6,Pasta Sauce Meat Flavored,1.0,0
8137,1.18,10.24,7.87,1.57,0.9398,230.0,246.79,12.99,6,Chunky Garden Combo Pasta Sauce,1.0,0
8138,1.19,11.11,7.94,1.59,0.8661399999999999,264.0,262.31,13.89,6,Three Cheese Pasta Sauce,1.0,0
8139,0.0,18.25,14.29,0.0,0.03048,297.0,310.25,18.25,1,Applesauce,1.0,0
8140,0.0,19.53,16.41,0.0,0.03048,326.0,332.01,19.53,1,Applesauce,1.0,0
8141,0.0,10.66,9.02,0.0,0.03048,172.0,181.22,10.66,1,Applesauce,1.0,0
8142,9.62,71.15,30.77,3.85,0.87884,1611.0,1650.18,84.62,7,"Toaster Pastries, Frosted Strawberry",0.71,0
8143,0.0,11.83,11.83,0.0,0.00762,201.0,201.11,11.83,1,Cola Soda,1.0,0
8144,0.0,10.7,10.7,0.0,0.00762,176.0,181.9,10.7,1,"Caffeine Free Soda, Lemon Lime",1.0,0
8145,0.0,12.39,12.39,0.0,0.00762,213.0,210.63,12.39,1,Root Beer,1.0,0
8146,0.0,11.27,11.27,0.0,0.00762,188.0,191.59,11.27,1,"Dr. Spark, Soda",1.0,0
8147,0.0,11.67,11.67,0.0,0.00508,192.0,198.39,11.67,1,Cola,1.0,0
8148,0.0,0.0,0.0,0.0,0.00508,0.0,0.0,0.0,1,Diet Cola,1.0,0
8149,0.0,13.75,13.75,0.0,0.00508,226.0,233.75,13.75,1,"Soda, Orange",1.0,0
8150,0.0,12.08,12.08,0.0,0.00508,209.0,205.36,12.08,1,"Mountain Pulse, Soda, Citrus",1.0,0
8151,0.0,12.08,12.08,0.0,0.00508,209.0,205.36,12.08,1,Root Beer,1.0,0
8152,0.0,10.83,10.83,0.0,0.00508,176.0,184.11,10.83,1,"Soda, Lemon Lime",1.0,0
8153,0.0,11.25,11.25,0.0,0.02032,192.0,191.25,11.25,1,"Dr. Spark, Soda",1.0,0
8154,0.0,10.59,7.65,2.94,0.127,222.0,230.01,13.53,12,Cherry Light Fat Free Yogurt,0.93,0
8155,0.88,17.65,14.71,2.94,0.11938,368.0,384.35,21.47,6,Original Blackberry With Other Natural Flavor,0.98,0
8156,0.0,10.0,7.06,2.94,0.127,222.0,219.98,12.94,12,Light Blackberry With Other Natural Flavor,0.93,0
8157,0.0,10.59,7.65,2.94,0.127,247.0,230.01,13.53,12,Lowfat Strawberry Cheesecake Yogurt,0.98,0
8158,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Traditional Elbow Macaroni,1.0,0
8159,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,"Enriched Macaroni Product, Thin Spaghetti Traditional",1.0,0
8160,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Traditional Enriched Macaroni Product Made From 100% North American Durum Wheat,1.0,0
8161,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Spaghetti,1.0,0
8162,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Thin Spaghetti Traditional Enriched Product,1.0,0
8163,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,"Enriched Macaroni Product, Mostaccioli Traditional",1.0,0
8164,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Enriched Macaroni Product,1.0,0
8165,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Enriched Macaroni Product,1.0,0
8166,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,"Enriched Macaroni Product, Rotini Twists Traditional",1.0,0
8168,1.79,75.0,3.57,12.5,0.09144,1569.0,1557.31,89.29,10,"Enriched Macaroni, Tomato And Spinach Macaroni Product, Tricolor Rotini",1.0,0
8169,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Angel Hair,1.0,0
8170,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Fettuccini,1.0,0
8171,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,"Enriched Macaroni Product, Linguini Traditional",1.0,0
8172,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Penne Rigate,1.0,0
8173,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,"Enriched Macaroni Product, Fusilli Traditional",1.0,0
8174,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,Traditional Enriched Macaroni Product,1.0,0
8175,1.79,73.21,3.57,12.5,0.0,1494.0,1526.88,87.5,10,"Traditional Rigatoni, Enriched Macaroni Product",1.0,0
8176,2.86,71.43,10.0,12.86,2.35966,1552.0,1544.4700000000007,87.15,10,"Macaroni & Cheese, Original",0.99,0
8177,10.1,49.49,6.06,11.11,1.87198,1393.0,1424.1,70.7,7,Macaroni & Cheese,0.85,0
8178,3.57,71.43,8.57,14.29,1.99644,1552.0,1596.4700000000007,89.28999999999998,10,Macaroni & Cheese Dinner,0.99,0
8179,2.86,71.43,10.0,12.86,2.46634,1552.0,1544.4700000000007,87.15,10,Macaroni & Cheese Spirals Dinner,0.99,0
8180,11.5,46.02,5.31,10.62,1.93294,1368.0,1411.38,68.14,7,Creamy Cheese Sauce & Shell Pasta Dinner,0.78,0
8181,1.43,74.29,20.0,8.57,5.66166,1435.0,1464.39,84.29000000000002,13,Lasagna Pasta & Sauce Mix,1.0,1
8182,3.23,67.74,9.68,19.35,6.39064,1485.0,1606.5,90.32,13,Skillet Dinner Beef Stroganoff Pasta & Sauce Mix,0.9,1
8183,0.83,14.46,4.55,2.07,0.6197600000000001,310.0,313.38,17.36,6,Spaghetti In Tomato & Cheese Sauce,1.0,0
8184,3.33,13.75,2.08,3.33,0.7924800000000001,402.0,420.23,20.41,6,Beef Ravioli In Tomato & Meat Sauce,0.99,0
8185,0.41,13.22,3.72,2.07,0.57658,259.0,275.92,15.7,6,Spaghetti Rings Pasta In Tomato & Cheese Sauce,1.0,0
8186,3.17,11.9,3.17,3.97,0.60452,381.0,393.42,19.04,6,Spaghetti Rings & Meatballs Pasta In Tomato Sauce,0.99,0
8187,2.92,13.75,2.08,3.33,0.74168,402.0,404.24,20.0,6,Mini Beef Ravioli,0.99,0
8188,3.61,13.65,2.01,3.61,0.73406,418.0,434.21,20.87,6,Mac & Beef In Tomato Sauce,0.98,0
8189,1.59,11.11,4.76,1.59,0.88646,264.0,277.91,14.29,6,Pizza Sauce,1.0,0
8190,0.0,18.18,9.09,6.06,0.1143,381.0,412.08,24.24,12,Tomato Paste,1.0,0
8191,0.0,18.18,9.09,6.06,0.1143,381.0,412.08,24.24,12,Tomato Paste,1.0,0
8192,0.0,6.56,3.28,1.64,1.16586,138.0,139.4,8.2,12,Tomato Sauce,0.62,0
8193,0.0,6.56,3.28,1.64,1.16586,138.0,139.4,8.2,12,Tomato Sauce,0.62,0
8194,0.0,6.56,3.28,1.64,1.16586,138.0,139.4,8.2,12,Tomato Sauce,0.62,0
8195,1.79,0.0,0.0,16.07,1.17856,335.0,343.0,17.86,8,Chicken Brest With Rib Meat In Water,1.0,0
8198,13.95,60.47,2.33,9.3,3.07086,1653.0,1730.14,83.72,2,"Baking Mix, All-Purpose",1.0,0
8199,3.41,70.45,11.36,9.09,2.77114,1427.0,1485.17,82.95,10,Complete Pancake & Waffle Mix Buttermilk,0.78,1
8200,0.0,81.82,0.0,9.09,0.02286,1523.0,1545.4699999999998,90.91,10,"Instant Rice, White Rice",1.0,0
8201,0.0,2.92,2.92,0.0,0.01016,50.0,49.64,2.92,1,Grape Drink,1.0,0
8202,19.57,30.43,0.0,8.7,1.71196,1456.0,1428.44,58.7,2,Garlic Toast,0.69,0
8203,6.67,80.0,0.0,6.67,2.3698200000000003,1674.0,1733.5200000000002,93.34,5,Saltine Wheat Snack Crackers,0.7,0
8204,35.0,5.0,5.0,5.0,0.8255,1464.0,1535.0,45.0,8,Whipped Cream Cheese Spread,1.0,0
8205,28.57,3.57,0.0,28.57,0.54356,1494.0,1660.61,60.71,8,Swiss Cheese,0.98,0
8206,22.73,72.73,45.45,0.0,0.46228,1904.0,2122.88,95.46,5,Coffee Creamer,0.99,0
8207,0.0,3.33,1.67,0.83,0.61468,71.0,70.72,4.16,1,Blue Lake Green Beans Cut,1.0,0
8208,0.0,3.33,1.67,0.83,0.61468,71.0,70.72,4.16,1,Green Beans,1.0,0
8209,0.0,5.0,3.33,0.83,0.52832,105.0,99.11,5.83,1,Carrots Sliced,1.0,0
8210,0.8,11.2,4.8,0.8,0.6096,234.0,235.2,12.8,6,Golden Sweet Corn,1.0,0
8211,0.8,10.4,4.8,1.6,0.6096,234.0,235.2,12.8,6,Golden Sweet Corn,1.0,0
8212,0.0,5.6,2.4,0.8,0.58928,117.0,108.79999999999998,6.4,1,Mixed Vegetables,1.0,0
8213,0.4,9.6,4.8,3.2,0.6096,234.0,233.2,13.2,6,Sweet Peas,1.0,0
8214,4.55,81.82,9.09,9.09,3.00228,1711.0,1722.9199999999996,95.46,10,"Gluten Free Rice Cakes, White Cheddar",0.46,1
8215,0.0,84.62,23.08,7.69,0.5867399999999999,1611.0,1569.27,92.31,12,"Rice Cakes, Caramel Corn",0.92,0
8216,0.0,80.0,0.0,0.0,0.0,1674.0,1360.0,80.0,2,"Salt Free Rice Cakes, Plain",0.73,1
8217,16.67,73.33,6.67,6.67,3.048,1954.0,2010.13,96.67,2,"Rice Crisps, Cheddar",0.89,0
8218,0.0,86.67,26.67,6.67,1.86182,1674.0,1586.7800000000002,93.34,12,"Rice Crisps, Caramel",0.73,0
8219,0.0,2.5,2.5,0.0,0.0381,42.0,42.5,2.5,1,Light Apple Juice Cocktail,1.0,0
8220,0.0,4.17,4.17,0.0,0.0381,71.0,70.89,4.17,1,Light Juice Cocktail,1.0,0
8221,0.0,4.17,3.75,0.0,0.0381,71.0,70.89,4.17,1,"Light Juice Cocktail, Apple Kiwi Strawberry",1.0,0
8222,32.14,3.57,0.0,21.43,1.81356,1644.0,1678.46,57.14,8,Colby Jack Cheese,1.0,0
8223,0.0,2.31,0.0,2.31,0.70358,79.0,78.54,4.62,1,Mushrooms Whole Button,0.96,0
8224,0.0,2.31,0.0,2.31,0.03048,79.0,78.54,4.62,1,"Mushrooms, Stems & Speces",0.89,0
8225,0.0,2.31,0.0,2.31,0.70358,79.0,78.54,4.62,1,Mushrooms Sliced Button,0.96,0
8226,0.0,2.31,0.0,2.31,0.70358,79.0,78.54,4.62,1,Mushrooms Stems & Pieces,0.96,0
8227,0.0,2.31,0.0,2.31,0.70358,79.0,78.54,4.62,1,Mushrooms Stems & Pieces,0.96,0
8228,18.75,65.62,0.0,6.25,0.04064,1962.0,1953.04,90.62,2,"Taco Shells, Crunchy",0.95,0
8229,10.0,6.67,1.67,1.67,1.73482,556.0,531.78,18.340000000000003,8,Alfredo Sauce Creamy,1.0,0
8230,10.0,5.0,3.33,1.67,1.82118,490.0,503.39,16.67,8,"Alfredo Sauce, Roasted Garlic",1.0,0
8231,10.0,5.0,3.33,3.33,1.651,556.0,531.61,18.33,8,Four Cheese Alfredo Sauce,1.0,0
8232,0.0,12.08,11.25,0.42,0.01524,209.0,212.5,12.5,1,100% Juice,1.0,0
8233,4.42,4.42,3.54,10.62,1.0795,444.0,428.06,19.46,8,Cottage Cheese,0.99,0
8234,0.0,5.79,4.13,0.83,0.5867399999999999,105.0,112.54,6.62,1,Diced Tomatoes,1.0,0
8235,0.0,4.96,2.48,0.83,0.50292,105.0,98.43,5.79,1,Diced Tomatoes Fire Roasted With Garlic,1.0,0
8236,2.17,86.96,39.13,0.0,0.10922,1636.0,1562.9499999999996,89.13,5,Dinosaurs Fruit Flavored Snacks,0.99,1
8237,2.17,86.96,39.13,0.0,0.10922,1636.0,1562.9499999999996,89.13,5,Fruit Flavored Snacks Naturally & Artificially Flavored,0.99,1
8238,2.17,86.96,39.13,0.0,0.10922,1636.0,1562.9499999999996,89.13,5,"Fruit Pals, Fruit Flavored Snacks",0.99,1
8239,50.0,17.86,3.57,25.0,0.90678,2389.0,2678.62,92.86,0,"Party Peanuts, Salted",1.0,0
8240,1.43,71.43,1.43,10.0,4.68122,1435.0,1440.0800000000004,82.86000000000001,10,"Rice Mix, Beef",1.0,0
8241,1.43,71.43,4.29,8.57,5.08,1435.0,1415.7700000000002,81.43,10,"Rice Mix, Fried Rice",1.0,0
8242,1.79,91.07,5.36,10.71,6.07822,1795.0,1800.0699999999995,103.57,13,"Rice Mix, Spanish Style",1.0,1
8243,0.0,73.68,3.51,8.77,3.78714,1393.0,1401.65,82.45,10,"Rice Mix, Long Grain & Wild Rice",1.0,0
8244,1.66,18.54,0.66,1.99,0.6731,414.0,413.75,22.19,6,"Quick Rice, Garden Vegetable With Peas, Carrots & Corn",0.84,0
8245,1.66,19.87,0.66,2.65,0.87376,444.0,447.58,24.18,6,"Quick Rice, Roasted Chicken With Carrots & Herbs",0.89,0
8246,3.33,66.67,0.0,10.0,5.92582,1393.0,1433.2600000000002,80.0,10,Hamburger Skillet Dinner,0.96,1
8247,2.78,69.44,2.78,11.11,3.81,1510.0,1477.77,83.33,10,Tuna Skillet Dinner Creamy Broccoli Pasta & Sauce Mix,1.0,0
8248,2.94,70.59,2.94,8.82,4.63296,1477.0,1464.63,82.35,10,Double Cheeseburger Pasta & Sauce Mix,1.0,0
8249,9.68,6.45,3.23,9.68,0.61468,607.0,651.73,25.81,8,Pasteurized Ricotta Cheese,0.9,0
8250,4.84,4.84,3.23,11.29,0.61468,406.0,462.96999999999986,20.97,8,Pasteurized Ricotta Cheese,0.99,0
8251,12.9,3.23,3.23,11.29,0.61468,741.0,749.9399999999998,27.42,8,Ricotta Cheese,0.99,0
8252,2.34,28.12,23.44,3.12,0.1397,653.0,622.3399999999998,33.58,7,"Lowfat Yogurt, Strawberry",1.0,0
8253,3.12,28.12,23.44,3.12,0.15748,653.0,652.76,34.36,7,"Lowfat Frozen Yogurt, Vanilla",1.0,0
8254,0.0,9.58,9.58,0.0,0.0254,155.0,162.86,9.58,1,Tonic Water,1.0,0
8255,0.42,15.83,0.83,5.0,1.016,347.0,370.49,21.25,6,Refried Beans Traditional,0.98,0
8256,0.0,15.32,0.81,5.65,0.98298,339.0,356.49,20.97,12,"Refried Beans, Fat Free",0.99,0
8257,0.0,6.06,3.03,0.0,1.92532,126.0,103.02,6.06,12,"Salsa, Medium Traditional",1.0,0
8258,0.0,6.06,3.03,0.0,1.84658,126.0,103.02,6.06,12,"Salsa, Traditional, Hot",1.0,0
8259,0.0,12.5,6.25,0.0,1.6662400000000002,259.0,212.5,12.5,12,"Taco Sauce, Mild Traditional",1.0,0
8260,10.29,45.59,4.41,11.76,2.24028,1293.0,1376.2600000000002,67.64,2,Shells & Cheese,0.91,0
8261,12.86,42.86,8.57,10.0,2.86766,1377.0,1400.16,65.72,2,"Cheesy Skillets Dinner Kit, Deluxe Cheeseburger Pasta & Sauce Mix",0.97,1
8262,10.71,48.81,7.14,10.71,2.02692,1393.0,1429.53,70.23,7,Chicken & Broccoli Pasta & Sauce Mix,0.85,0
8263,20.0,38.0,0.0,6.0,1.524,1506.0,1528.0,64.0,2,"Texas Toast, Garlic",0.7,0
8264,8.82,8.82,2.94,2.94,2.09296,494.0,543.9,20.58,8,"Salsa, Con Queso, Medium",1.0,0
8265,4.17,51.67,1.67,8.33,0.1905,1184.0,1182.63,64.17,2,"Thin Crust Pizza, Original",1.0,0
8266,5.77,53.85,1.92,9.62,0.19558,1205.0,1304.02,69.24000000000001,2,"Ultra Thin Pizza Crust, Original",1.0,0
8267,5.0,51.67,1.67,8.33,0.1905,1117.0,1215.0,65.0,2,Wheat Thin Pizza Crust,1.0,0
8268,2.72,19.57,11.96,1.09,0.35814,456.0,457.3,23.38,6,Pudding Snacks Made With Real Nonfat Milk,0.88,0
8269,0.0,0.0,0.0,0.0,2.72034,1494.0,0.0,0.0,13,"Drink Mix, Sugar Free, Low Calorie, Green Tea, Peach Mango",1.0,1
8270,0.0,0.0,0.0,0.0,0.0,1494.0,0.0,0.0,13,"Drink Mix, Strawberry, Orange, Banana",1.0,1
8271,0.0,63.16,42.11,2.63,0.16764,1100.0,1118.43,65.78999999999999,12,"Syrup, Chocolate",1.0,0
8272,0.0,90.48,90.48,4.76,0.96774,1594.0,1619.0800000000004,95.24,12,Gelatin Dessert,1.0,0
8273,0.0,90.48,90.48,4.76,0.96774,1594.0,1619.0800000000004,95.24,12,Gelatin Dessert,1.0,0
8274,0.0,90.48,90.48,4.76,0.96774,1594.0,1619.0800000000004,95.24,12,Gelatin Dessert Lime,1.0,0
8275,0.0,90.48,90.48,4.76,0.96774,1594.0,1619.0800000000004,95.24,12,Gelatin Dessert,1.0,0
8276,0.0,90.48,90.48,4.76,0.96774,1594.0,1619.0800000000004,95.24,12,Gelatin Dessert Cherry,1.0,0
8277,0.0,33.33,0.0,33.33,1.69418,1393.0,1133.22,66.66,9,Gelatin Dessert,1.0,1
8278,0.0,33.33,0.0,33.33,1.69418,1393.0,1133.22,66.66,9,Gelatin Dessert,1.0,1
8279,0.0,33.33,0.0,33.33,1.69418,1393.0,1133.22,66.66,9,Gelatin Dessert,1.0,1
8280,0.0,90.48,90.48,4.76,0.96774,1594.0,1619.0800000000004,95.24,12,Gelatin Dessert,1.0,0
8281,0.0,91.67,75.0,0.0,4.1275,1569.0,1558.39,91.67,12,Instant Pudding,1.0,0
8282,0.0,95.83,79.17,0.0,3.38582,1569.0,1629.11,95.83,12,Instant Pudding Banana Cream,1.0,0
8283,0.0,95.83,79.17,0.0,3.38582,1569.0,1629.11,95.83,12,Instant Pudding,1.0,0
8284,0.0,95.83,79.17,0.0,2.8575,1569.0,1629.11,95.83,12,Instant Pudding,1.0,0
8285,0.0,95.83,79.17,0.0,3.38582,1569.0,1629.11,95.83,12,Instant Pudding,1.0,0
8286,0.0,92.86,71.43,0.0,3.99034,1494.0,1578.62,92.86,12,Instant Pudding,1.0,0
8287,0.0,72.73,0.0,0.0,11.08456,1142.0,1236.41,72.73,13,Instant Pudding,1.0,1
8288,0.0,80.0,0.0,0.0,11.175999999999998,1255.0,1360.0,80.0,13,Instant Pudding,1.0,1
8289,0.0,92.0,68.0,0.0,1.3208,1506.0,1564.0,92.0,12,Cook & Serve Pudding Chocolate,1.0,0
8290,0.0,95.45,77.27,0.0,1.50114,1523.0,1622.65,95.45,12,Pudding,1.0,0
8291,1.2,7.2,0.0,2.4,1.95072,201.0,210.0,10.8,6,Condensed Soup,0.98,0
8292,0.0,16.8,9.6,1.6,0.97536,301.0,312.8,18.4,12,Condensed Soup,0.97,0
8293,5.6,8.0,0.8,1.6,1.74752,368.0,381.6,15.2,6,Condensed Soup,0.75,0
8294,3.2,16.0,3.2,4.8,1.99136,469.0,478.4,24.0,6,Condensed Soup,1.0,0
8295,1.2,6.4,0.0,1.6,1.80848,167.0,182.8,9.2,6,Condensed Soup,0.98,0
